order_id,customer_id,product_id,purchase_amount,is_reordered,purchased_on,event_time
O43234,C894,P3892,6.55,0,2020-12-30 13:03:58,2024-05-02T05:39:17.831Z
O43235,C92,P6973,1.49,0,2020-11-17 17:13:20,2024-05-02T05:39:17.831Z
O43236,C3710,P12921,80.63,1,2021-04-11 04:47:35,2024-05-02T05:39:17.831Z
O43237,C9391,P9163,21.24,1,2020-10-26 14:11:57,2024-05-02T05:39:17.831Z
O43238,C2251,P3913,39.86,1,2020-01-05 15:22:15,2024-05-02T05:39:17.831Z
O43239,C1286,P15188,51.34,0,2021-05-09 17:02:49,2024-05-02T05:39:17.831Z
O43240,C4093,P16323,81.59,1,2020-06-28 09:45:13,2024-05-02T05:39:17.831Z
O43241,C8746,P14957,26.81,1,2021-05-12 23:46:53,2024-05-02T05:39:17.831Z
O43242,C7175,P6814,70.52,1,2020-08-04 10:24:15,2024-05-02T05:39:17.831Z
O43243,C9434,P13846,66.45,1,2020-03-04 10:44:07,2024-05-02T05:39:17.831Z
O43244,C9793,P14794,27.12,0,2020-01-10 08:54:59,2024-05-02T05:39:17.831Z
O43245,C4368,P11812,4.77,1,2021-03-21 13:22:35,2024-05-02T05:39:17.831Z
O43246,C9344,P2477,15.36,1,2020-03-13 20:56:47,2024-05-02T05:39:17.831Z
O43247,C261,P11092,42.9,1,2021-02-10 08:43:41,2024-05-02T05:39:17.831Z
O43248,C4552,P13712,28.22,1,2020-05-29 01:10:05,2024-05-02T05:39:17.831Z
O43249,C6606,P14017,49.03,0,2020-10-01 17:56:01,2024-05-02T05:39:17.831Z
O43250,C3440,P16652,77.61,0,2020-10-11 04:45:07,2024-05-02T05:39:17.831Z
O43251,C6442,P4233,48.29,1,2021-02-06 06:35:29,2024-05-02T05:39:17.831Z
O43252,C6711,P13260,31.44,0,2020-10-24 11:38:45,2024-05-02T05:39:17.831Z
O43253,C764,P16302,83.65,0,2020-08-25 12:25:31,2024-05-02T05:39:17.831Z
O43254,C7332,P7170,49.37,1,2020-04-13 16:07:36,2024-05-02T05:39:17.831Z
O43255,C5749,P16577,101.8,1,2020-12-28 20:30:42,2024-05-02T05:39:17.831Z
O43256,C4637,P16799,20.71,1,2021-05-06 00:03:53,2024-05-02T05:39:17.831Z
O43257,C5607,P12306,11.91,1,2020-08-10 15:41:07,2024-05-02T05:39:17.831Z
O43258,C7391,P2148,89.16,1,2020-11-12 05:11:33,2024-05-02T05:39:17.831Z
O43259,C6776,P4340,35.48,1,2020-10-14 04:46:11,2024-05-02T05:39:17.831Z
O43260,C8488,P4027,24.97,1,2020-07-20 21:58:09,2024-05-02T05:39:17.831Z
O43261,C5662,P10337,35.03,1,2020-07-28 17:30:40,2024-05-02T05:39:17.831Z
O43262,C1053,P5207,28.87,0,2021-05-23 09:35:47,2024-05-02T05:39:17.831Z
O43263,C7503,P13233,38.96,0,2020-07-22 18:33:12,2024-05-02T05:39:17.831Z
O43264,C9783,P14327,78.39,1,2020-01-27 04:23:21,2024-05-02T05:39:17.831Z
O43265,C2259,P8943,70.68,1,2020-02-16 21:33:32,2024-05-02T05:39:17.831Z
O43266,C6262,P7463,4.11,0,2021-04-22 23:40:01,2024-05-02T05:39:17.831Z
O43267,C1278,P2172,88.0,0,2020-08-19 04:30:41,2024-05-02T05:39:17.831Z
O43268,C3812,P1346,83.81,1,2020-02-12 00:22:46,2024-05-02T05:39:17.831Z
O43269,C7374,P4504,101.19,0,2020-01-29 03:06:55,2024-05-02T05:39:17.831Z
O43270,C2651,P13952,90.15,1,2020-11-20 12:07:05,2024-05-02T05:39:17.832Z
O43271,C7678,P7505,58.73,1,2021-02-10 22:01:04,2024-05-02T05:39:17.832Z
O43272,C1929,P7886,68.96,1,2020-02-04 14:09:24,2024-05-02T05:39:17.832Z
O43273,C5289,P11311,39.09,1,2021-01-05 07:21:45,2024-05-02T05:39:17.832Z
O43274,C4842,P16129,1.67,0,2021-04-30 06:56:04,2024-05-02T05:39:17.832Z
O43275,C9436,P5794,43.95,0,2020-08-16 14:05:43,2024-05-02T05:39:17.832Z
O43276,C6150,P5830,64.16,1,2020-02-09 11:35:14,2024-05-02T05:39:17.832Z
O43277,C6303,P12495,44.7,1,2021-05-11 02:36:16,2024-05-02T05:39:17.832Z
O43278,C2948,P670,61.64,0,2020-03-29 23:56:24,2024-05-02T05:39:17.832Z
O43279,C1048,P13042,53.29,1,2020-09-27 01:29:15,2024-05-02T05:39:17.832Z
O43280,C1643,P9148,52.55,1,2020-08-16 00:49:17,2024-05-02T05:39:17.832Z
O43281,C3840,P16360,73.97,0,2020-06-08 23:17:39,2024-05-02T05:39:17.832Z
O43282,C6051,P8848,61.57,1,2021-02-17 22:23:22,2024-05-02T05:39:17.832Z
O43283,C1889,P4612,15.53,1,2021-03-01 12:45:35,2024-05-02T05:39:17.832Z
O43284,C3718,P1263,57.69,0,2020-10-10 10:23:06,2024-05-02T05:39:17.832Z
O43285,C3610,P7332,74.36,0,2020-05-23 01:33:38,2024-05-02T05:39:17.832Z
O43286,C9739,P12904,53.68,0,2020-04-15 04:56:42,2024-05-02T05:39:17.832Z
O43287,C7298,P115,75.52,1,2020-04-18 09:44:47,2024-05-02T05:39:17.832Z
O43288,C3788,P189,20.83,0,2021-03-16 06:26:59,2024-05-02T05:39:17.832Z
O43289,C6370,P5814,5.25,1,2021-01-07 15:54:27,2024-05-02T05:39:17.832Z
O43290,C9271,P379,18.07,1,2020-07-17 12:15:05,2024-05-02T05:39:17.832Z
O43291,C6891,P11270,38.66,1,2020-08-09 04:11:08,2024-05-02T05:39:17.832Z
O43292,C4248,P7151,32.13,1,2020-11-12 13:01:45,2024-05-02T05:39:17.832Z
O43293,C8256,P2052,49.32,1,2020-01-29 03:36:49,2024-05-02T05:39:17.832Z
O43294,C6959,P6388,38.35,1,2021-05-22 18:12:41,2024-05-02T05:39:17.832Z
O43295,C1622,P13800,30.71,1,2020-03-22 12:16:17,2024-05-02T05:39:17.832Z
O43296,C7043,P9140,28.23,1,2020-11-29 20:31:29,2024-05-02T05:39:17.832Z
O43297,C7222,P14165,15.99,0,2021-01-11 11:33:44,2024-05-02T05:39:17.832Z
O43298,C7730,P11055,56.53,1,2020-11-20 10:43:01,2024-05-02T05:39:17.832Z
O43299,C1082,P14803,72.3,0,2021-05-24 21:43:01,2024-05-02T05:39:17.832Z
O43300,C8755,P9563,31.1,1,2020-01-04 03:50:22,2024-05-02T05:39:17.832Z
O43301,C1302,P11340,21.97,1,2021-03-27 19:34:34,2024-05-02T05:39:17.832Z
O43302,C4226,P6830,84.07,1,2020-05-01 14:49:33,2024-05-02T05:39:17.832Z
O43303,C6247,P16378,42.46,1,2020-02-03 00:05:46,2024-05-02T05:39:17.832Z
O43304,C8385,P1061,95.09,1,2020-08-14 21:57:51,2024-05-02T05:39:17.832Z
O43305,C1906,P2490,11.78,1,2020-03-14 04:06:24,2024-05-02T05:39:17.832Z
O43306,C2863,P15150,74.0,0,2020-12-17 06:39:47,2024-05-02T05:39:17.832Z
O43307,C1433,P2624,9.45,1,2020-02-22 04:31:56,2024-05-02T05:39:17.832Z
O43308,C6299,P2583,65.36,1,2020-04-11 21:08:42,2024-05-02T05:39:17.832Z
O43309,C7871,P8907,73.16,1,2020-05-26 19:22:30,2024-05-02T05:39:17.832Z
O43310,C4989,P9659,83.82,1,2020-09-19 14:27:46,2024-05-02T05:39:17.832Z
O43311,C9371,P11466,37.77,1,2020-04-03 22:04:41,2024-05-02T05:39:17.832Z
O43312,C8425,P8226,99.03,1,2020-11-23 03:30:15,2024-05-02T05:39:17.832Z
O43313,C285,P5663,85.1,1,2021-05-14 04:52:59,2024-05-02T05:39:17.832Z
O43314,C6621,P1025,59.35,1,2020-04-17 15:29:07,2024-05-02T05:39:17.832Z
O43315,C6838,P5516,72.26,1,2020-10-09 04:41:20,2024-05-02T05:39:17.832Z
O43316,C6338,P8677,95.62,1,2020-03-26 07:33:08,2024-05-02T05:39:17.832Z
O43317,C1054,P9128,58.3,1,2020-06-20 18:48:39,2024-05-02T05:39:17.832Z
O43318,C5232,P8787,56.38,1,2021-05-05 05:29:07,2024-05-02T05:39:17.832Z
O43319,C6973,P10436,6.47,1,2020-10-26 00:45:27,2024-05-02T05:39:17.832Z
O43320,C9098,P659,19.15,0,2020-09-04 22:50:00,2024-05-02T05:39:17.832Z
O43321,C725,P9222,34.37,1,2020-10-12 04:12:14,2024-05-02T05:39:17.832Z
O43322,C8282,P8897,68.14,0,2020-11-30 10:03:33,2024-05-02T05:39:17.832Z
O43323,C1731,P6194,4.42,1,2020-12-16 21:09:32,2024-05-02T05:39:17.832Z
O43324,C6703,P1205,54.13,1,2021-02-13 16:57:38,2024-05-02T05:39:17.832Z
O43325,C1035,P16669,11.74,1,2020-07-28 08:19:59,2024-05-02T05:39:17.832Z
O43326,C6375,P340,43.48,1,2020-12-03 12:49:24,2024-05-02T05:39:17.832Z
O43327,C3079,P14811,9.86,0,2021-01-15 11:34:32,2024-05-02T05:39:17.832Z
O43328,C685,P1481,18.9,0,2021-01-09 06:13:29,2024-05-02T05:39:17.832Z
O43329,C7511,P4237,8.99,0,2020-02-14 03:15:16,2024-05-02T05:39:17.832Z
O43330,C9119,P6773,73.58,1,2021-04-21 01:17:56,2024-05-02T05:39:17.832Z
O43331,C7412,P1362,53.86,1,2020-09-09 01:26:12,2024-05-02T05:39:17.832Z
O43332,C1087,P3984,100.18,1,2021-05-12 19:42:58,2024-05-02T05:39:17.832Z
O43333,C4030,P8562,95.14,0,2020-05-25 21:29:20,2024-05-02T05:39:17.832Z
O43334,C1049,P13523,4.42,1,2020-09-09 21:20:00,2024-05-02T05:39:17.832Z
O43335,C5348,P5447,68.3,0,2021-02-05 17:08:54,2024-05-02T05:39:17.832Z
O43336,C4950,P12034,83.91,1,2021-05-15 00:31:32,2024-05-02T05:39:17.832Z
O43337,C3558,P4010,91.27,1,2020-06-22 20:15:53,2024-05-02T05:39:17.832Z
O43338,C1618,P15164,1.3,1,2021-05-25 01:24:40,2024-05-02T05:39:17.832Z
O43339,C2812,P3725,4.55,1,2021-01-04 11:59:35,2024-05-02T05:39:17.832Z
O43340,C9631,P2045,17.69,0,2020-03-31 16:49:03,2024-05-02T05:39:17.833Z
O43341,C6076,P4272,77.77,1,2020-05-06 02:31:57,2024-05-02T05:39:17.833Z
O43342,C1836,P13471,53.1,0,2020-02-26 08:54:48,2024-05-02T05:39:17.833Z
O43343,C5559,P14933,59.19,0,2020-07-14 00:09:43,2024-05-02T05:39:17.833Z
O43344,C9543,P4621,90.93,1,2020-08-15 04:04:08,2024-05-02T05:39:17.833Z
O43345,C9079,P1548,38.67,0,2020-09-24 10:27:18,2024-05-02T05:39:17.833Z
O43346,C3608,P11840,47.47,1,2020-02-17 21:36:49,2024-05-02T05:39:17.833Z
O43347,C7529,P3763,41.83,1,2021-03-08 04:14:00,2024-05-02T05:39:17.833Z
O43348,C9740,P15773,48.56,0,2020-06-05 02:47:57,2024-05-02T05:39:17.833Z
O43349,C3139,P7336,1.04,1,2021-04-16 11:16:47,2024-05-02T05:39:17.833Z
O43350,C2720,P4101,27.35,1,2020-01-14 22:52:13,2024-05-02T05:39:17.833Z
O43351,C7111,P1442,97.93,0,2020-06-20 06:05:19,2024-05-02T05:39:17.833Z
O43352,C469,P12241,42.16,1,2020-12-22 02:23:37,2024-05-02T05:39:17.833Z
O43353,C9014,P16816,41.83,1,2020-05-29 22:46:08,2024-05-02T05:39:17.833Z
O43354,C885,P412,87.26,1,2020-12-01 07:55:57,2024-05-02T05:39:17.833Z
O43355,C2403,P15158,38.42,1,2020-12-08 04:46:43,2024-05-02T05:39:17.833Z
O43356,C68,P15583,70.93,0,2020-05-11 20:02:03,2024-05-02T05:39:17.833Z
O43357,C4072,P10696,32.16,1,2020-05-20 10:39:23,2024-05-02T05:39:17.833Z
O43358,C9004,P4509,84.09,1,2020-03-16 08:44:40,2024-05-02T05:39:17.833Z
O43359,C517,P8533,54.96,1,2020-05-10 12:29:05,2024-05-02T05:39:17.833Z
O43360,C2291,P5818,74.63,1,2020-03-03 14:04:49,2024-05-02T05:39:17.833Z
O43361,C806,P14281,42.7,1,2020-03-04 20:44:30,2024-05-02T05:39:17.833Z
O43362,C9147,P11393,92.31,1,2020-10-17 19:26:47,2024-05-02T05:39:17.833Z
O43363,C4123,P16967,47.31,1,2021-01-23 19:43:15,2024-05-02T05:39:17.833Z
O43364,C7706,P7499,14.65,1,2020-09-20 03:12:17,2024-05-02T05:39:17.833Z
O43365,C4789,P5025,21.66,1,2021-04-22 23:41:39,2024-05-02T05:39:17.833Z
O43366,C3228,P9906,8.19,0,2020-06-06 22:32:33,2024-05-02T05:39:17.833Z
O43367,C7455,P8180,101.9,1,2020-01-27 03:30:58,2024-05-02T05:39:17.833Z
O43368,C7630,P15755,68.37,1,2021-01-12 13:27:15,2024-05-02T05:39:17.833Z
O43369,C6944,P7759,60.12,1,2021-01-01 16:25:55,2024-05-02T05:39:17.833Z
O43370,C6044,P6029,51.75,1,2020-10-01 17:37:23,2024-05-02T05:39:17.833Z
O43371,C8270,P12237,73.69,1,2020-03-25 07:20:02,2024-05-02T05:39:17.833Z
O43372,C3204,P7822,10.61,1,2020-02-19 07:52:12,2024-05-02T05:39:17.833Z
O43373,C5971,P10124,58.62,1,2020-07-18 00:32:22,2024-05-02T05:39:17.833Z
O43374,C6521,P5828,88.02,1,2020-03-23 01:33:44,2024-05-02T05:39:17.833Z
O43375,C6705,P13850,46.96,1,2020-03-15 16:29:57,2024-05-02T05:39:17.833Z
O43376,C1317,P11164,36.41,1,2020-06-20 02:35:31,2024-05-02T05:39:17.833Z
O43377,C724,P3310,80.13,1,2020-12-27 10:57:09,2024-05-02T05:39:17.833Z
O43378,C7536,P6361,67.74,0,2021-05-08 20:40:17,2024-05-02T05:39:17.833Z
O43379,C3608,P14273,45.77,1,2020-02-10 08:48:37,2024-05-02T05:39:17.833Z
O43380,C5314,P6388,39.31,1,2020-01-26 22:13:04,2024-05-02T05:39:17.833Z
O43381,C5570,P5237,51.58,1,2021-02-10 22:30:30,2024-05-02T05:39:17.833Z
O43382,C970,P12729,68.32,1,2021-05-04 18:10:40,2024-05-02T05:39:17.833Z
O43383,C6211,P2793,98.22,1,2021-03-08 12:05:54,2024-05-02T05:39:17.833Z
O43384,C8150,P10998,84.94,0,2020-09-18 11:44:26,2024-05-02T05:39:17.833Z
O43385,C7732,P10386,98.69,0,2021-02-02 01:13:28,2024-05-02T05:39:17.833Z
O43386,C4014,P1350,21.36,1,2021-04-10 12:27:05,2024-05-02T05:39:17.833Z
O43387,C1747,P4948,39.09,1,2020-04-17 18:08:00,2024-05-02T05:39:17.833Z
O43388,C5962,P6322,80.47,1,2020-04-04 05:50:58,2024-05-02T05:39:17.833Z
O43389,C792,P362,100.39,1,2020-01-24 12:03:14,2024-05-02T05:39:17.833Z
O43390,C1832,P7413,1.41,1,2020-02-17 23:15:55,2024-05-02T05:39:17.833Z
O43391,C1834,P6567,42.16,1,2020-09-12 07:14:50,2024-05-02T05:39:17.833Z
O43392,C9210,P9624,18.01,1,2021-01-01 09:34:08,2024-05-02T05:39:17.833Z
O43393,C6319,P8604,101.89,1,2020-11-24 00:26:28,2024-05-02T05:39:17.833Z
O43394,C4200,P7486,56.61,0,2021-05-22 22:47:14,2024-05-02T05:39:17.833Z
O43395,C5490,P3126,39.2,1,2020-09-10 12:29:07,2024-05-02T05:39:17.833Z
O43396,C7960,P12876,99.1,1,2020-12-25 10:30:13,2024-05-02T05:39:17.833Z
O43397,C8154,P14855,45.29,1,2020-10-08 17:20:23,2024-05-02T05:39:17.833Z
O43398,C8719,P14101,93.0,0,2020-10-30 04:06:45,2024-05-02T05:39:17.833Z
O43399,C8679,P769,96.44,1,2020-06-19 19:21:31,2024-05-02T05:39:17.833Z
O43400,C1906,P10946,84.63,1,2021-05-04 17:55:19,2024-05-02T05:39:17.833Z
O43401,C2645,P15074,98.3,1,2020-07-17 23:36:15,2024-05-02T05:39:17.833Z
O43402,C9639,P8835,62.1,1,2020-07-18 11:00:13,2024-05-02T05:39:17.833Z
O43403,C8535,P6311,23.56,0,2021-02-02 21:38:30,2024-05-02T05:39:17.833Z
O43404,C8815,P4205,43.31,0,2020-01-23 05:16:09,2024-05-02T05:39:17.833Z
O43405,C5925,P7144,65.6,1,2021-05-24 12:13:31,2024-05-02T05:39:17.833Z
O43406,C7282,P14837,96.61,1,2020-10-05 18:46:33,2024-05-02T05:39:17.833Z
O43407,C3255,P12472,67.38,0,2020-02-25 20:47:44,2024-05-02T05:39:17.833Z
O43408,C8941,P6011,88.62,1,2021-02-28 09:29:12,2024-05-02T05:39:17.833Z
O43409,C2899,P16488,83.19,0,2020-01-24 17:03:25,2024-05-02T05:39:17.833Z
O43410,C6658,P13038,27.96,1,2020-10-19 17:17:36,2024-05-02T05:39:17.834Z
O43411,C2455,P108,6.48,0,2020-05-17 05:19:32,2024-05-02T05:39:17.834Z
O43412,C6257,P11421,85.59,0,2020-09-28 10:28:01,2024-05-02T05:39:17.834Z
O43413,C6887,P12633,14.48,1,2021-05-23 14:39:39,2024-05-02T05:39:17.834Z
O43414,C2974,P4568,58.15,0,2020-03-09 10:50:54,2024-05-02T05:39:17.834Z
O43415,C4654,P1094,81.82,1,2020-05-16 19:46:31,2024-05-02T05:39:17.834Z
O43416,C7951,P109,54.05,1,2021-05-21 20:35:02,2024-05-02T05:39:17.834Z
O43417,C1833,P4125,25.82,0,2020-10-30 05:19:17,2024-05-02T05:39:17.834Z
O43418,C9930,P12743,54.43,0,2020-07-22 06:33:22,2024-05-02T05:39:17.834Z
O43419,C3952,P4670,32.38,0,2020-01-28 16:33:15,2024-05-02T05:39:17.834Z
O43420,C4686,P12535,101.15,0,2021-02-12 19:13:07,2024-05-02T05:39:17.834Z
O43421,C5261,P14427,100.75,0,2021-05-21 10:49:18,2024-05-02T05:39:17.834Z
O43422,C3601,P2804,84.98,1,2020-12-06 09:03:15,2024-05-02T05:39:17.834Z
O43423,C2548,P5640,61.17,0,2020-03-14 01:30:57,2024-05-02T05:39:17.834Z
O43424,C5032,P5676,85.93,1,2020-01-18 15:08:54,2024-05-02T05:39:17.834Z
O43425,C3648,P15374,57.98,0,2020-07-03 12:56:24,2024-05-02T05:39:17.834Z
O43426,C4565,P13258,24.0,0,2020-10-17 21:38:13,2024-05-02T05:39:17.834Z
O43427,C5761,P11463,33.89,1,2021-04-06 01:06:31,2024-05-02T05:39:17.834Z
O43428,C5947,P16855,97.79,1,2021-03-12 05:30:40,2024-05-02T05:39:17.834Z
O43429,C4603,P12517,67.86,1,2020-10-24 21:40:01,2024-05-02T05:39:17.834Z
O43430,C3926,P9046,23.56,1,2020-11-13 18:06:48,2024-05-02T05:39:17.834Z
O43431,C4028,P14715,45.51,1,2021-04-24 07:10:21,2024-05-02T05:39:17.834Z
O43432,C863,P8430,57.77,1,2020-04-21 04:20:46,2024-05-02T05:39:17.834Z
O43433,C7118,P14204,1.4,1,2020-12-13 16:17:45,2024-05-02T05:39:17.834Z
O43434,C9256,P4026,16.61,1,2020-05-06 12:31:04,2024-05-02T05:39:17.834Z
O43435,C2842,P11101,88.09,1,2021-04-21 12:57:11,2024-05-02T05:39:17.834Z
O43436,C8241,P12104,8.34,1,2020-05-21 19:42:51,2024-05-02T05:39:17.834Z
O43437,C8075,P12241,62.73,0,2020-04-15 05:07:00,2024-05-02T05:39:17.834Z
O43438,C5268,P8323,67.53,0,2021-01-02 10:04:13,2024-05-02T05:39:17.834Z
O43439,C8775,P8346,98.49,1,2021-02-01 10:57:03,2024-05-02T05:39:17.834Z
O43440,C2866,P7932,6.75,1,2020-06-23 16:45:45,2024-05-02T05:39:17.834Z
O43441,C4855,P11549,95.92,0,2020-10-27 02:13:11,2024-05-02T05:39:17.834Z
O43442,C9921,P14572,80.89,1,2020-01-25 04:19:14,2024-05-02T05:39:17.834Z
O43443,C1946,P9501,30.29,1,2021-02-08 14:57:48,2024-05-02T05:39:17.834Z
O43444,C3295,P11588,38.98,0,2020-09-05 09:17:15,2024-05-02T05:39:17.834Z
O43445,C3448,P5929,90.84,1,2021-04-01 04:34:15,2024-05-02T05:39:17.834Z
O43446,C3035,P16259,60.27,0,2020-01-08 16:05:34,2024-05-02T05:39:17.834Z
O43447,C3413,P748,70.61,0,2021-03-11 04:25:34,2024-05-02T05:39:17.834Z
O43448,C9381,P4411,28.69,1,2021-02-18 21:41:59,2024-05-02T05:39:17.834Z
O43449,C7297,P16919,92.68,1,2020-09-12 07:18:59,2024-05-02T05:39:17.834Z
O43450,C807,P5982,91.47,1,2020-10-22 17:13:23,2024-05-02T05:39:17.834Z
O43451,C9299,P3379,67.58,0,2020-01-19 13:44:41,2024-05-02T05:39:17.834Z
O43452,C5046,P15725,82.11,1,2020-12-28 04:12:08,2024-05-02T05:39:17.834Z
O43453,C3724,P4930,79.04,0,2020-06-19 08:50:47,2024-05-02T05:39:17.834Z
O43454,C3835,P13773,81.47,1,2021-04-22 11:06:57,2024-05-02T05:39:17.834Z
O43455,C8516,P11315,88.63,1,2020-11-20 06:19:15,2024-05-02T05:39:17.834Z
O43456,C9244,P12334,75.03,1,2021-02-19 12:25:49,2024-05-02T05:39:17.834Z
O43457,C4997,P16823,90.49,1,2021-04-09 02:40:21,2024-05-02T05:39:17.834Z
O43458,C15,P5474,14.12,0,2021-05-12 02:59:45,2024-05-02T05:39:17.834Z
O43459,C5647,P894,48.44,1,2020-04-14 04:50:03,2024-05-02T05:39:17.834Z
O43460,C7760,P9251,33.04,0,2021-04-27 21:11:43,2024-05-02T05:39:17.834Z
O43461,C965,P16638,100.72,1,2021-04-28 18:15:21,2024-05-02T05:39:17.834Z
O43462,C1762,P9341,32.99,0,2020-09-06 16:19:20,2024-05-02T05:39:17.834Z
O43463,C639,P13268,57.38,1,2020-04-19 08:05:12,2024-05-02T05:39:17.834Z
O43464,C3866,P6565,7.71,1,2020-09-19 19:35:37,2024-05-02T05:39:17.834Z
O43465,C4076,P14114,34.15,0,2020-07-15 17:56:13,2024-05-02T05:39:17.834Z
O43466,C5962,P406,44.32,1,2021-01-30 23:00:10,2024-05-02T05:39:17.834Z
O43467,C8715,P46,39.82,1,2021-02-18 14:51:51,2024-05-02T05:39:17.834Z
O43468,C5579,P14638,61.74,0,2021-01-20 09:13:07,2024-05-02T05:39:17.834Z
O43469,C3031,P892,67.51,0,2021-04-09 19:40:49,2024-05-02T05:39:17.834Z
O43470,C5079,P13513,24.43,1,2020-12-18 23:40:17,2024-05-02T05:39:17.834Z
O43471,C6747,P4347,61.84,0,2020-01-12 18:55:58,2024-05-02T05:39:17.834Z
O43472,C6078,P11798,10.65,1,2020-01-18 11:17:18,2024-05-02T05:39:17.834Z
O43473,C2276,P2570,51.16,1,2021-01-04 20:52:46,2024-05-02T05:39:17.834Z
O43474,C7099,P8277,96.41,1,2020-04-24 04:14:02,2024-05-02T05:39:17.834Z
O43475,C1529,P2917,1.99,0,2020-12-16 12:31:42,2024-05-02T05:39:17.834Z
O43476,C8894,P33,90.11,0,2020-10-13 14:16:00,2024-05-02T05:39:17.834Z
O43477,C2975,P11774,21.1,1,2020-10-17 20:48:03,2024-05-02T05:39:17.834Z
O43478,C9709,P2924,55.76,1,2021-04-23 21:11:36,2024-05-02T05:39:17.834Z
O43479,C282,P9873,4.85,1,2020-12-02 10:56:26,2024-05-02T05:39:17.834Z
O43480,C1711,P2834,74.78,0,2020-07-14 00:48:02,2024-05-02T05:39:17.835Z
O43481,C1113,P10840,17.76,1,2020-12-06 07:25:12,2024-05-02T05:39:17.835Z
O43482,C6983,P15604,51.1,0,2020-04-13 08:37:59,2024-05-02T05:39:17.835Z
O43483,C603,P4911,86.49,0,2020-12-22 15:54:11,2024-05-02T05:39:17.835Z
O43484,C568,P4493,24.85,0,2021-05-11 23:35:47,2024-05-02T05:39:17.835Z
O43485,C4485,P2610,77.5,1,2021-01-01 08:27:11,2024-05-02T05:39:17.835Z
O43486,C3659,P14578,60.58,1,2020-02-12 10:13:48,2024-05-02T05:39:17.835Z
O43487,C3791,P4020,91.92,1,2020-05-20 06:54:55,2024-05-02T05:39:17.835Z
O43488,C8064,P2608,22.42,0,2020-12-04 03:47:31,2024-05-02T05:39:17.835Z
O43489,C3816,P8893,35.58,1,2020-04-01 23:37:29,2024-05-02T05:39:17.835Z
O43490,C7385,P250,101.17,1,2020-11-21 23:07:24,2024-05-02T05:39:17.835Z
O43491,C7434,P11296,17.38,1,2020-10-17 09:40:37,2024-05-02T05:39:17.835Z
O43492,C3504,P589,21.85,1,2020-04-21 11:43:46,2024-05-02T05:39:17.835Z
O43493,C9177,P12795,93.03,1,2020-01-24 03:40:44,2024-05-02T05:39:17.835Z
O43494,C1297,P11656,42.56,1,2021-05-19 04:00:09,2024-05-02T05:39:17.835Z
O43495,C2584,P8528,15.08,0,2021-03-14 06:11:05,2024-05-02T05:39:17.835Z
O43496,C5767,P12310,62.61,1,2020-10-11 08:02:29,2024-05-02T05:39:17.835Z
O43497,C2203,P14719,10.33,1,2021-04-27 21:32:46,2024-05-02T05:39:17.835Z
O43498,C3552,P6694,45.08,0,2020-03-11 21:15:27,2024-05-02T05:39:17.835Z
O43499,C8810,P2989,30.01,1,2021-03-05 05:57:32,2024-05-02T05:39:17.835Z
O43500,C2038,P1359,76.56,1,2020-03-08 02:12:40,2024-05-02T05:39:17.835Z
O43501,C1183,P2131,68.67,0,2020-10-15 17:44:39,2024-05-02T05:39:17.835Z
O43502,C753,P12460,30.72,1,2020-10-08 12:50:09,2024-05-02T05:39:17.835Z
O43503,C1710,P8263,66.85,1,2020-11-10 06:45:32,2024-05-02T05:39:17.835Z
O43504,C1661,P11409,18.28,0,2020-12-26 21:39:00,2024-05-02T05:39:17.835Z
O43505,C1207,P2655,24.95,0,2020-03-12 13:51:14,2024-05-02T05:39:17.835Z
O43506,C9401,P3120,87.9,1,2020-11-23 00:52:53,2024-05-02T05:39:17.835Z
O43507,C5340,P4413,35.07,0,2021-05-23 05:51:50,2024-05-02T05:39:17.835Z
O43508,C8337,P11189,10.49,0,2020-09-23 20:35:57,2024-05-02T05:39:17.835Z
O43509,C4302,P2576,81.09,1,2020-10-01 20:36:05,2024-05-02T05:39:17.835Z
O43510,C3570,P7047,69.37,1,2020-07-05 07:49:51,2024-05-02T05:39:17.835Z
O43511,C6395,P8604,1.09,1,2020-10-11 13:22:02,2024-05-02T05:39:17.835Z
O43512,C569,P4318,1.77,1,2020-01-09 22:39:44,2024-05-02T05:39:17.835Z
O43513,C7,P474,49.73,1,2020-09-02 04:34:16,2024-05-02T05:39:17.835Z
O43514,C6752,P2820,76.31,0,2021-02-18 16:48:49,2024-05-02T05:39:17.835Z
O43515,C586,P8380,31.79,0,2020-12-28 04:05:31,2024-05-02T05:39:17.835Z
O43516,C578,P11919,44.32,1,2020-09-07 01:23:32,2024-05-02T05:39:17.835Z
O43517,C6709,P3210,34.65,1,2020-02-22 19:13:34,2024-05-02T05:39:17.835Z
O43518,C9834,P16993,63.09,1,2020-09-11 12:12:28,2024-05-02T05:39:17.835Z
O43519,C9261,P14969,28.86,0,2020-05-11 07:34:37,2024-05-02T05:39:17.835Z
O43520,C3583,P15421,82.2,1,2020-10-12 19:55:35,2024-05-02T05:39:17.835Z
O43521,C796,P8891,70.52,0,2021-03-12 01:11:07,2024-05-02T05:39:17.835Z
O43522,C5061,P4818,14.59,1,2020-05-12 18:20:02,2024-05-02T05:39:17.835Z
O43523,C3176,P4554,18.63,0,2020-05-25 01:06:52,2024-05-02T05:39:17.835Z
O43524,C6882,P632,77.66,1,2020-05-27 12:00:53,2024-05-02T05:39:17.835Z
